ensembl_gene_id	sample_01	sample_02	sample_03	sample_04	sample_05	sample_06
ENSG00000148541	0	0	0	0	0	0
ENSG00000148572	564	598	421	582	360	502
ENSG00000148584	0	0	0	2	0	1
ENSG00000148600	0	0	0	1	0	0
ENSG00000148602	1	0	0	0	0	1
ENSG00000148604	0	0	0	0	0	0
ENSG00000148606	565	664	481	888	520	716
ENSG00000148634	989	955	1603	1682	1540	1604
ENSG00000148655	3	0	0	3	5	4
ENSG00000148660	364	391	271	847	515	650
ENSG00000148671	186	296	108	178	102	240
ENSG00000148672	1086	1112	1009	1663	1083	1583
ENSG00000148677	9	11	30	60	39	72
ENSG00000148680	0	0	8	2	1	1
ENSG00000148688	393	513	286	447	374	558
ENSG00000148690	125	157	155	152	169	197
ENSG00000148700	719	686	1041	991	865	782
ENSG00000148702	0	0	0	0	1	0
ENSG00000148704	0	0	0	0	1	0
ENSG00000148719	834	1177	720	1339	659	1111
ENSG00000148730	1000	871	1264	1825	1396	1286
ENSG00000148734	6	9	2	7	6	6
ENSG00000148735	0	0	1	1	0	0
ENSG00000148737	88	99	89	226	141	167
ENSG00000148773	3852	4009	4597	4549	3563	4281
ENSG00000148795	0	0	0	1	0	0
ENSG00000148798	19	22	25	2	0	1
ENSG00000148803	86	174	74	20	7	6
ENSG00000148814	49	96	44	163	106	120
ENSG00000148824	55	52	51	100	65	91
ENSG00000148826	0	0	0	0	2	1
ENSG00000148832	11	11	8	8	3	6
ENSG00000148834	1211	1592	913	1375	925	1484
ENSG00000148835	83	65	87	121	117	93
ENSG00000148840	739	1075	1029	1825	1000	1491
ENSG00000148841	912	1113	740	2011	1209	1578
ENSG00000148842	154	149	134	221	125	161
ENSG00000148843	888	1022	756	1430	807	1199
ENSG00000148848	853	762	791	1865	1236	1219
ENSG00000148908	524	596	421	611	447	620
ENSG00000148925	336	367	454	667	447	520
ENSG00000148926	1160	1452	1131	1703	1036	1656
ENSG00000148935	3	9	4	4	6	0
ENSG00000148942	1	1	1	0	0	0
ENSG00000148943	114	110	200	237	182	184
ENSG00000148948	0	0	0	0	1	0
ENSG00000148950	35	50	81	80	64	98
ENSG00000148965	0	0	1	0	0	0
ENSG00000148985	77	124	79	159	88	115
ENSG00000149016	53	69	59	100	52	112
ENSG00000149021	0	0	0	0	0	0
ENSG00000149043	0	1	1	0	0	0
ENSG00000149050	24	17	29	26	31	14
ENSG00000149054	92	99	137	135	103	129
ENSG00000149084	509	440	726	864	584	665
ENSG00000149089	128	177	139	245	196	310
ENSG00000149090	1410	1871	974	726	410	632
ENSG00000149091	478	600	324	1087	397	745
ENSG00000149100	1781	1862	1442	1858	1350	1941
ENSG00000149115	2316	3413	2016	4114	2461	3422
ENSG00000149124	0	0	0	0	0	0
ENSG00000149131	201	198	169	23	2	1
ENSG00000149133	0	0	0	0	0	0
ENSG00000149136	2931	3323	2501	5029	3288	4971
ENSG00000149150	256	341	160	309	214	228
ENSG00000149177	161	129	168	212	118	108
ENSG00000149179	312	395	246	513	307	475
ENSG00000149182	1065	1604	904	1430	920	1401
ENSG00000149187	843	870	820	1607	1108	1174
ENSG00000149196	464	544	235	439	313	580
ENSG00000149201	65	47	33	154	125	164
ENSG00000149212	0	0	1	0	0	0
ENSG00000149218	298	286	256	202	140	151
ENSG00000149231	270	210	404	350	403	331
ENSG00000149243	1	0	1	2	1	0
ENSG00000149256	9	13	2	10	3	9
ENSG00000149257	10543	14076	7750	25796	12908	20049
ENSG00000149260	294	388	165	443	232	385
ENSG00000149262	186	292	178	305	163	235
ENSG00000149269	802	974	662	1033	596	914
ENSG00000149273	16618	26438	7525	14121	8273	19409
ENSG00000149289	74	62	135	195	135	127
ENSG00000149292	69	70	45	118	64	102
ENSG00000149294	0	0	0	0	1	0
ENSG00000149295	0	0	0	1	0	0
ENSG00000149300	0	0	0	0	0	0
ENSG00000149305	0	0	0	0	0	0
ENSG00000149308	211	162	365	387	303	259
ENSG00000149311	551	411	818	768	621	528
ENSG00000149313	311	256	516	526	507	464
ENSG00000149328	0	0	0	1	0	1
ENSG00000149346	70	39	87	84	70	80
ENSG00000149357	1407	1963	1187	2237	1481	2524
ENSG00000149380	32	42	20	187	115	136
ENSG00000149403	2	0	0	0	2	2
ENSG00000149418	0	1	1	0	1	0
ENSG00000149428	2498	3131	2647	5486	3263	4327
ENSG00000149435	0	0	0	0	0	0
ENSG00000149443	0	0	0	0	0	0
ENSG00000149451	686	706	613	1247	608	936
ENSG00000149452	0	0	0	0	0	0
ENSG00000149474	182	265	237	403	230	306
ENSG00000149476	131	241	134	369	223	279
ENSG00000149480	1609	2001	1680	2596	1557	2341
ENSG00000149483	327	482	339	479	294	472
ENSG00000149485	3852	4998	4017	5701	4031	4940
ENSG00000149488	0	0	0	1	0	0
ENSG00000149489	11	27	6	34	22	21
ENSG00000149499	551	675	485	870	420	586
ENSG00000149503	609	911	908	1366	815	1259
ENSG00000149506	0	0	0	0	0	1
ENSG00000149507	0	0	0	0	0	0
ENSG00000149516	0	0	0	0	0	0
ENSG00000149527	7	8	1	7	8	3
ENSG00000149531	61	82	46	81	47	90
ENSG00000149532	998	1141	1108	2446	1504	1779
ENSG00000149534	0	0	0	0	0	0
ENSG00000149541	233	399	194	698	295	676
ENSG00000149547	1641	2131	1407	2051	1341	1831
ENSG00000149548	124	116	214	212	164	172
ENSG00000149554	404	459	636	612	559	591
ENSG00000149557	40	55	33	6	1	4
ENSG00000149564	1	2	7	5	2	3
ENSG00000149571	597	786	495	1506	768	1180
ENSG00000149573	0	0	0	0	1	0
ENSG00000149575	0	0	0	0	0	0
ENSG00000149577	514	764	359	836	389	627
ENSG00000149582	111	152	100	312	161	198
ENSG00000149591	30449	42421	19858	56175	32519	57896
ENSG00000149596	515	583	435	1184	693	960
ENSG00000149599	1	0	0	0	4	3
ENSG00000149600	351	352	302	670	487	708
ENSG00000149609	1	9	1	2	0	0
ENSG00000149633	125	175	56	44	9	25
ENSG00000149634	2	0	0	1	2	2
ENSG00000149635	0	0	0	0	0	0
ENSG00000149636	482	473	649	788	685	830
ENSG00000149639	864	1052	1197	1820	1036	1252
ENSG00000149646	7	13	13	22	8	6
ENSG00000149651	0	0	0	0	0	0
ENSG00000149654	0	0	1	2	2	0
ENSG00000149656	0	0	0	1	0	0
ENSG00000149657	323	405	390	820	507	662
ENSG00000149658	611	628	676	1409	750	1119
ENSG00000149679	127	219	119	454	246	427
ENSG00000149716	139	128	161	306	188	216
ENSG00000149735	0	0	0	0	0	0
ENSG00000149742	0	0	0	0	0	0
ENSG00000149743	261	466	133	573	253	477
ENSG00000149761	321	505	220	528	200	448
ENSG00000149781	0	15	10	17	7	9
ENSG00000149782	1259	1522	1189	2472	1213	1807
ENSG00000149792	707	1117	655	1264	627	1212
ENSG00000149798	1	0	1	3	0	0
ENSG00000149806	1695	2399	1153	2126	1524	2955
ENSG00000149809	132	189	77	248	164	235
ENSG00000149823	1041	1449	657	1718	830	1258
ENSG00000149922	6	1	3	10	8	4
ENSG00000149923	1387	2123	1007	2798	1309	2532
ENSG00000149925	256	288	310	802	378	480
ENSG00000149926	2	1	0	3	2	3
ENSG00000149927	4	3	4	4	5	5
ENSG00000149929	413	636	470	880	552	958
ENSG00000149930	1009	1373	1178	2348	1342	1915
ENSG00000149932	674	807	399	1220	692	1263
ENSG00000149948	509	523	804	1033	821	992
ENSG00000149968	1239	1588	1432	1996	1322	1735
ENSG00000149970	0	1	0	3	0	2
ENSG00000149972	1	0	0	0	0	0
ENSG00000150045	0	1	0	2	0	1
ENSG00000150048	2	0	0	0	0	0
ENSG00000150051	516	485	853	1079	777	849
ENSG00000150054	8	7	12	27	33	31
ENSG00000150093	13523	12499	24067	27456	25062	22129
ENSG00000150175	0	0	0	0	0	0
ENSG00000150201	1	0	0	0	0	0
ENSG00000150244	0	0	0	0	0	0
ENSG00000150261	0	0	0	0	0	0
ENSG00000150269	0	0	0	0	0	0
ENSG00000150275	1	0	0	0	0	0
ENSG00000150276	4	0	0	0	3	0
ENSG00000150281	50	82	25	86	45	45
ENSG00000150316	717	800	529	743	555	825
ENSG00000150337	0	0	0	0	0	0
ENSG00000150347	1447	1236	1744	2684	1756	1691
ENSG00000150361	0	0	0	0	0	0
ENSG00000150394	0	0	0	1	0	0
ENSG00000150401	152	170	159	270	147	189
ENSG00000150403	1295	1534	1480	2911	1658	2231
ENSG00000150433	98	118	118	181	128	177
ENSG00000150455	100	105	68	178	98	136
ENSG00000150456	64	83	66	84	90	90
ENSG00000150457	592	634	680	1116	628	770
ENSG00000150459	1417	2153	1344	2003	1395	2240
ENSG00000150471	0	0	1	0	1	0
ENSG00000150477	51	50	58	71	66	53
ENSG00000150510	6	2	1	1	0	0
ENSG00000150527	176	198	161	311	164	197
ENSG00000150540	15	26	9	2	0	0
ENSG00000150551	268	385	174	294	191	366
ENSG00000150556	43	49	19	22	6	27
ENSG00000150593	312	249	483	420	419	348
ENSG00000150594	1	0	0	1	0	1
ENSG00000150625	0	0	0	0	0	1
ENSG00000150627	0	0	1	0	0	2
ENSG00000150628	1	1	1	2	1	2
ENSG00000150630	439	513	582	1125	732	973
ENSG00000150636	33	50	26	48	46	36
ENSG00000150637	1	1	8	2	8	2
ENSG00000150656	0	0	1	3	0	0
ENSG00000150667	5	4	7	9	9	11
ENSG00000150672	4	1	1	6	7	8
ENSG00000150676	0	0	0	1	1	0
ENSG00000150681	1	0	1	105	149	105
ENSG00000150687	6759	7811	6364	14460	9802	14025
ENSG00000150712	233	249	353	569	326	447
ENSG00000150722	2	10	0	0	0	0
ENSG00000150732	0	0	0	0	0	0
ENSG00000150750	0	0	0	0	0	0
ENSG00000150753	4776	5428	4644	7500	4053	6240
ENSG00000150756	154	158	150	260	165	190
ENSG00000150760	1260	1331	1376	2294	1253	1373
ENSG00000150764	342	303	307	160	118	101
ENSG00000150768	480	513	632	905	706	793
ENSG00000150773	3	18	11	4	13	10
ENSG00000150776	272	246	376	449	378	369
ENSG00000150779	477	641	330	375	234	497
ENSG00000150782	0	0	0	0	0	0
ENSG00000150783	0	0	0	0	0	0
ENSG00000150787	274	298	319	446	367	579
ENSG00000150867	369	355	447	807	569	658
ENSG00000150873	0	1	0	0	0	0
ENSG00000150893	0	3	2	2	3	2
ENSG00000150907	86	61	75	219	134	142
ENSG00000150938	4142	4059	7219	7824	4888	5400
ENSG00000150961	2555	2591	3104	4112	2766	2867
ENSG00000150967	84	123	66	178	78	123
ENSG00000150977	288	393	196	363	254	349
ENSG00000150990	578	784	460	1208	634	964
ENSG00000150991	17574	19658	15491	31657	14115	24593
ENSG00000150995	54	49	57	47	27	48
ENSG00000151005	1	0	0	0	0	1
ENSG00000151006	15	30	26	37	14	23
ENSG00000151012	414	344	722	399	338	245
ENSG00000151014	135	125	169	262	196	247
ENSG00000151023	0	0	0	0	0	2
ENSG00000151025	6	2	0	0	0	2
ENSG00000151033	0	0	0	0	0	0
ENSG00000151062	0	1	0	1	1	0
ENSG00000151065	163	203	173	234	150	202
ENSG00000151067	513	613	516	1222	598	706
ENSG00000151079	0	0	0	0	0	0
ENSG00000151090	3	4	4	6	5	4
ENSG00000151092	248	231	292	366	317	322
ENSG00000151093	116	128	144	198	111	196
ENSG00000151116	338	242	347	392	336	350
ENSG00000151117	16	31	15	5	9	7
ENSG00000151131	178	195	200	188	136	213
ENSG00000151135	844	740	1585	1609	1660	1421
ENSG00000151136	3	1	0	2	0	1
ENSG00000151148	673	721	637	1315	783	1141
ENSG00000151150	5	5	3	15	5	8
ENSG00000151151	40	25	69	80	100	90
ENSG00000151164	10	9	1	11	6	4
ENSG00000151176	932	1199	868	2143	1019	1348
ENSG00000151208	1747	2152	1652	4312	2274	2892
ENSG00000151224	1	1	2	2	2	0
ENSG00000151229	113	75	191	201	197	141
ENSG00000151233	190	154	308	322	294	237
ENSG00000151239	658	555	798	606	656	687
ENSG00000151240	534	663	612	1568	812	892
ENSG00000151247	139	132	346	232	258	246
ENSG00000151276	187	192	198	458	363	385
ENSG00000151287	214	227	282	297	244	318
ENSG00000151292	359	305	564	572	492	510
ENSG00000151303	0	0	0	0	0	0
ENSG00000151304	147	86	177	146	162	196
ENSG00000151320	78	49	73	144	96	72
ENSG00000151322	1	0	1	3	0	1
ENSG00000151327	532	491	592	725	591	744
ENSG00000151332	136	120	146	210	216	202
ENSG00000151338	75	72	106	81	82	70
ENSG00000151348	1991	2227	1812	4685	2669	3454
ENSG00000151353	341	430	302	486	261	429
ENSG00000151360	2	0	0	1	2	1
ENSG00000151364	3	4	1	11	6	5
ENSG00000151365	0	0	0	0	0	0
ENSG00000151366	265	262	370	401	336	432
ENSG00000151376	77	129	91	149	83	133
ENSG00000151379	0	0	0	0	0	0
ENSG00000151388	609	620	680	1660	1003	1149
ENSG00000151413	111	103	158	185	156	135
ENSG00000151414	2251	1795	4687	6747	6011	5217
ENSG00000151418	1	1	4	4	6	4
ENSG00000151422	373	352	556	560	497	347
ENSG00000151445	403	356	347	541	276	411
ENSG00000151458	636	589	955	1270	1059	936
ENSG00000151461	618	449	683	739	580	598
ENSG00000151465	1046	1017	903	1472	1089	1416
ENSG00000151466	217	198	316	242	169	225
ENSG00000151468	0	3	1	6	1	4
ENSG00000151470	68	68	102	147	104	112
ENSG00000151474	674	719	655	1752	1031	1245
ENSG00000151475	0	0	0	2	1	0
ENSG00000151490	0	0	0	0	0	0
ENSG00000151491	504	531	679	1782	1288	1443
ENSG00000151498	163	206	232	374	215	270
ENSG00000151500	346	403	265	414	325	472
ENSG00000151502	809	1100	613	1228	729	1037
ENSG00000151503	515	631	779	1556	966	1282
ENSG00000151532	289	298	248	455	325	387
ENSG00000151552	388	503	338	603	369	713
ENSG00000151553	393	308	547	615	590	473
ENSG00000151572	71	98	86	119	90	88
ENSG00000151575	17	16	28	20	20	31
ENSG00000151576	170	166	272	360	224	273
ENSG00000151577	0	1	0	0	0	0
ENSG00000151611	56	75	72	50	61	61
ENSG00000151612	303	325	345	704	449	472
ENSG00000151615	0	0	0	0	0	0
ENSG00000151617	20	25	11	10	11	15
ENSG00000151623	3	2	6	2	3	1
ENSG00000151631	1	0	0	0	0	0
ENSG00000151632	31	32	21	10	5	12
ENSG00000151640	39	40	40	34	16	28
ENSG00000151650	0	0	0	0	0	0
ENSG00000151651	9	16	4	22	10	19
ENSG00000151655	0	0	0	1	2	0
ENSG00000151657	133	142	154	171	168	199
ENSG00000151665	83	106	93	82	44	98
ENSG00000151687	11	8	18	5	6	2
ENSG00000151689	218	239	250	212	151	191
ENSG00000151690	405	352	313	199	177	170
ENSG00000151692	0	2	0	0	0	0
ENSG00000151693	394	421	540	455	266	332
ENSG00000151694	270	272	417	310	217	266
ENSG00000151702	84	101	91	196	138	189
ENSG00000151704	0	0	0	0	0	0
ENSG00000151715	0	1	0	0	0	0
ENSG00000151718	804	776	1023	1224	904	1006
ENSG00000151725	213	230	323	324	327	340
ENSG00000151726	243	266	298	477	339	364
ENSG00000151729	55	62	38	2	0	0
ENSG00000151743	21	29	29	63	47	41
ENSG00000151746	287	257	275	375	290	308
ENSG00000151748	355	354	372	650	477	608
ENSG00000151773	18	25	27	44	38	36
ENSG00000151778	1	0	0	1	0	0
ENSG00000151779	1073	870	862	612	425	445
ENSG00000151789	13	20	6	11	4	3
ENSG00000151790	5	0	1	4	5	6
ENSG00000151806	239	153	275	347	264	276
ENSG00000151812	0	0	0	0	0	0
ENSG00000151834	0	0	0	1	0	1
ENSG00000151835	1470	970	2357	3511	3031	2452
ENSG00000151838	0	0	0	0	0	0
ENSG00000151846	141	161	205	218	141	159
ENSG00000151849	224	204	404	400	291	387
ENSG00000151876	118	114	133	168	112	149
ENSG00000151881	78	87	113	155	142	101
ENSG00000151882	0	0	0	1	0	0
ENSG00000151883	126	169	138	314	249	222
ENSG00000151892	0	1	5	0	0	0
ENSG00000151893	221	214	395	559	432	398
ENSG00000151914	3739	2613	4885	6334	4926	4078
ENSG00000151917	118	112	108	168	131	147
ENSG00000151923	919	871	1124	1518	1016	1214
ENSG00000151929	1247	1924	1150	2347	1270	1974
ENSG00000151948	0	0	0	1	0	0
ENSG00000151952	0	1	0	0	1	0
ENSG00000151962	1	0	0	0	2	0
ENSG00000151963	0	0	0	0	0	0
ENSG00000151967	2	5	1	23	12	13
ENSG00000152034	0	0	0	0	0	0
ENSG00000152049	35	53	67	2	0	0
ENSG00000152056	4	4	6	2	2	3
ENSG00000152061	180	189	236	311	252	231
ENSG00000152076	13	41	33	9	1	4
ENSG00000152078	29	27	55	130	89	83
ENSG00000152082	645	1003	528	690	331	780
ENSG00000152086	0	0	0	0	0	0
ENSG00000152092	2	0	0	1	0	2
ENSG00000152093	0	0	0	0	0	0
ENSG00000152102	1700	2094	2040	2452	1404	1664
ENSG00000152104	1929	1757	1963	2798	1794	1695
ENSG00000152117	136	135	158	133	58	75
ENSG00000152127	2235	2157	2822	1769	1196	1212
ENSG00000152128	0	0	1	1	0	1
ENSG00000152133	270	258	319	179	142	195
ENSG00000152137	322	427	310	740	467	680
ENSG00000152147	247	304	242	174	114	178
ENSG00000152154	0	1	0	0	0	0
ENSG00000152192	1	2	2	2	5	3
ENSG00000152193	195	173	388	293	264	307
ENSG00000152207	0	0	0	0	0	0
ENSG00000152208	0	0	1	1	1	0
ENSG00000152213	0	0	1	0	0	0
ENSG00000152214	0	0	0	0	0	0
ENSG00000152217	120	129	115	329	241	226
ENSG00000152219	198	229	318	279	221	241
ENSG00000152223	1087	907	1544	1854	1144	1245
ENSG00000152229	95	67	93	74	49	80
ENSG00000152234	5243	6113	4278	7855	3915	5510
ENSG00000152240	364	394	399	414	391	574
ENSG00000152242	222	191	313	496	408	308
ENSG00000152253	202	215	359	167	145	201
ENSG00000152254	0	0	0	0	1	0
ENSG00000152256	257	181	294	127	88	91
ENSG00000152266	0	0	0	0	0	0
ENSG00000152270	0	0	0	0	1	0
ENSG00000152284	69	94	72	118	57	68
ENSG00000152291	2310	2745	2704	2553	1634	2095
ENSG00000152292	0	0	0	0	0	0
ENSG00000152315	0	2	0	0	1	0
ENSG00000152332	983	704	1842	2048	1837	1544
ENSG00000152348	61	71	49	61	70	80
ENSG00000152359	104	104	113	181	173	180
ENSG00000152377	2871	3211	3661	4523	3178	3502
ENSG00000152380	12	18	18	11	11	17
ENSG00000152382	104	106	98	148	122	153
ENSG00000152402	15	10	16	11	9	6
ENSG00000152404	212	189	254	210	206	216
ENSG00000152409	253	235	340	391	367	233
ENSG00000152413	199	172	175	332	247	259
ENSG00000152422	112	143	190	194	205	244
ENSG00000152430	1	0	0	0	1	0
ENSG00000152433	37	40	31	45	14	38
ENSG00000152439	60	61	77	72	48	81
ENSG00000152443	112	81	128	164	110	105
ENSG00000152454	37	40	41	56	42	40
ENSG00000152455	169	181	271	277	231	286
ENSG00000152457	174	191	221	196	183	174
ENSG00000152463	0	1	1	0	1	0
ENSG00000152464	200	266	161	292	186	247
ENSG00000152465	225	237	182	278	189	253
ENSG00000152467	0	0	0	0	0	0
ENSG00000152475	12	21	10	34	16	26
ENSG00000152484	210	226	320	408	273	328
ENSG00000152492	1325	1259	1623	2252	1972	2576
ENSG00000152495	249	234	387	468	393	391
ENSG00000152503	24	25	59	60	38	39
ENSG00000152518	1022	1099	1399	797	489	606
ENSG00000152520	116	140	246	282	238	205
ENSG00000152527	55	35	52	33	42	35
ENSG00000152556	670	880	681	1098	546	920
ENSG00000152558	1242	1039	2035	2091	1909	1841
ENSG00000152578	1	5	1	1	3	0
ENSG00000152580	0	0	0	2	3	1
ENSG00000152582	16	24	43	19	26	27
ENSG00000152583	0	0	0	1	0	3
ENSG00000152591	0	0	0	1	0	0
ENSG00000152592	0	0	0	0	0	0
ENSG00000152595	0	0	0	0	0	0
ENSG00000152601	1795	1559	3072	3646	2895	2786
ENSG00000152611	0	4	4	2	0	4
ENSG00000152620	201	175	332	426	305	282
ENSG00000152642	159	177	178	159	130	131
ENSG00000152661	2804	2673	3367	4584	2975	3400
ENSG00000152669	8	4	4	5	5	5
ENSG00000152670	0	0	0	1	0	0
ENSG00000152672	0	0	0	0	0	1
ENSG00000152683	340	294	536	348	305	283
ENSG00000152684	712	905	836	1333	757	1230
ENSG00000152689	21	21	25	11	6	5
ENSG00000152700	519	588	603	695	652	756
ENSG00000152705	0	1	3	0	1	2
ENSG00000152749	274	187	445	470	407	319
ENSG00000152760	2	1	1	0	1	0
ENSG00000152763	15	18	9	16	21	24
ENSG00000152766	0	0	0	0	0	0
ENSG00000152767	2273	2515	1876	3513	1989	2761
ENSG00000152778	186	232	333	350	269	301
ENSG00000152779	0	0	0	2	1	0
ENSG00000152782	28	54	40	64	61	72
ENSG00000152784	75	102	100	237	184	196
ENSG00000152785	2	0	0	2	1	2
ENSG00000152795	2202	2655	3120	3843	3171	4074
ENSG00000152804	13	28	21	33	32	37
ENSG00000152818	1079	898	1471	1984	1523	1326
ENSG00000152822	1	2	0	1	2	0
ENSG00000152894	1489	1442	1735	3811	2584	2373
ENSG00000152904	171	162	169	196	156	228
ENSG00000152910	0	0	0	0	0	0
ENSG00000152926	40	13	51	75	73	44
ENSG00000152931	0	0	0	3	0	0
ENSG00000152932	0	0	2	0	0	1
ENSG00000152936	11	16	9	12	5	12
ENSG00000152939	0	0	0	1	1	0
ENSG00000152942	205	183	274	293	239	235
ENSG00000152944	316	280	504	426	462	465
ENSG00000152952	1867	1460	3068	3129	2779	2473
ENSG00000152953	125	113	139	534	284	446
ENSG00000152954	0	0	1	1	0	0
ENSG00000152969	0	0	0	0	0	0
ENSG00000152977	31	20	23	37	33	37
ENSG00000152990	356	369	553	608	470	480
ENSG00000153002	0	1	0	0	0	0
ENSG00000153006	258	260	381	454	404	417
ENSG00000153012	0	2	0	0	0	0
ENSG00000153015	347	406	365	464	381	466
ENSG00000153029	270	308	263	312	195	240
ENSG00000153037	120	106	171	223	198	210
ENSG00000153044	167	137	274	318	307	352
ENSG00000153046	359	408	433	630	458	507
ENSG00000153048	639	1334	487	1490	769	1541
ENSG00000153060	0	0	0	1	1	0
ENSG00000153064	0	0	0	0	0	1
ENSG00000153066	521	642	530	845	495	688
ENSG00000153071	2145	2162	1956	3246	2341	2552
ENSG00000153086	0	0	0	0	1	0
ENSG00000153093	1	0	0	0	0	1
ENSG00000153094	46	34	25	26	22	12
ENSG00000153107	283	257	311	219	120	162
ENSG00000153113	2196	2251	2132	3002	2618	2851
ENSG00000153130	366	303	597	633	708	693
ENSG00000153132	0	0	1	1	0	0
ENSG00000153140	97	100	154	101	101	136
ENSG00000153147	1343	1253	2033	2013	1729	1627
ENSG00000153157	0	0	0	0	2	0
ENSG00000153162	4	2	5	3	0	7
ENSG00000153165	2	2	6	1	0	4
ENSG00000153179	222	232	371	431	348	364
ENSG00000153187	2698	2470	5024	4135	4050	4205
ENSG00000153201	1090	727	1311	767	551	444
ENSG00000153207	384	360	522	594	427	488
ENSG00000153208	1	0	0	0	0	0
ENSG00000153214	311	236	553	295	256	210
ENSG00000153230	0	0	0	0	0	0
ENSG00000153233	2	3	4	29	40	31
ENSG00000153234	5	17	4	13	4	2
ENSG00000153237	10	4	5	13	5	4
ENSG00000153246	194	169	207	127	67	79
ENSG00000153250	891	848	914	607	471	533
ENSG00000153253	3	1	3	0	1	1
ENSG00000153266	0	0	0	1	0	0
ENSG00000153283	0	0	0	1	1	0
ENSG00000153291	0	2	5	2	2	2
ENSG00000153292	0	0	1	1	3	9
ENSG00000153294	21	11	4	65	31	40
ENSG00000153303	1	1	0	1	0	0
ENSG00000153310	210	229	350	507	504	516
ENSG00000153317	1134	1087	1414	1854	1465	1466
ENSG00000153339	309	247	511	525	375	398
ENSG00000153347	0	0	0	0	0	0
ENSG00000153363	32	32	22	45	36	67
ENSG00000153391	84	80	104	180	80	147
ENSG00000153395	746	979	682	1416	747	1054
ENSG00000153404	39	34	6	17	9	13
ENSG00000153406	208	363	165	291	131	259
ENSG00000153443	252	459	242	678	314	466
ENSG00000153446	0	0	0	0	0	1
ENSG00000153485	45	34	51	50	43	59
ENSG00000153487	199	272	220	500	329	420
ENSG00000153495	92	119	54	34	20	33
ENSG00000153498	0	0	0	0	0	0
ENSG00000153531	55	47	44	92	36	67
ENSG00000153551	75	83	89	142	85	115
ENSG00000153558	71	80	94	77	68	78
ENSG00000153560	863	874	1260	1772	1297	1460
ENSG00000153561	167	131	198	129	92	98
ENSG00000153563	1	0	0	0	1	0
ENSG00000153574	82	95	90	112	67	116
ENSG00000153684	0	0	0	0	0	0
ENSG00000153707	0	0	0	1	1	0
ENSG00000153714	137	130	61	248	145	171
ENSG00000153721	6	18	6	30	34	35
ENSG00000153767	148	150	218	251	186	180
ENSG00000153774	400	462	332	735	504	742
ENSG00000153779	0	0	0	0	0	0
ENSG00000153786	806	914	898	1746	991	1353
ENSG00000153789	0	1	0	0	1	0
ENSG00000153790	17	21	18	26	31	19
ENSG00000153802	0	0	0	0	0	2
ENSG00000153814	230	251	289	330	277	312
ENSG00000153815	510	618	386	1073	607	974
ENSG00000153820	245	261	221	758	611	612
ENSG00000153822	2	0	0	0	0	0
ENSG00000153823	68	113	101	3	1	3
ENSG00000153827	2488	2212	3116	2067	1476	1543
ENSG00000153832	40	35	24	11	15	35
ENSG00000153879	512	515	481	777	509	681
ENSG00000153885	239	295	178	358	197	228
ENSG00000153896	32	31	43	48	24	44
ENSG00000153898	19	17	15	46	31	24
ENSG00000153902	0	1	1	2	2	1
ENSG00000153904	1827	1410	2263	2847	2077	2052
ENSG00000153914	566	541	930	786	664	654
ENSG00000153922	453	302	734	671	530	566
ENSG00000153923	0	0	0	1	0	0
ENSG00000153930	3	8	5	19	16	15
ENSG00000153933	60	63	123	125	76	87
ENSG00000153936	236	214	358	435	425	380
ENSG00000153944	388	430	434	568	365	460
ENSG00000153956	306	283	532	786	635	509
ENSG00000153975	105	115	130	160	110	156
ENSG00000153976	136	218	174	503	280	406
ENSG00000153982	10	10	19	11	12	11
ENSG00000153989	296	269	333	371	272	287
ENSG00000153993	21	10	42	112	116	58
ENSG00000154001	462	342	589	690	607	586
ENSG00000154007	0	0	0	0	0	0
ENSG00000154016	0	0	0	0	2	0
ENSG00000154025	1	0	0	0	0	1
ENSG00000154027	89	115	72	144	108	147
ENSG00000154040	71	76	62	80	48	46
ENSG00000154059	365	311	476	395	377	340
ENSG00000154065	9	13	23	9	9	7
ENSG00000154079	23	23	26	25	26	38
ENSG00000154080	0	0	0	0	0	1
ENSG00000154096	12578	17263	9459	26394	15031	26031
ENSG00000154099	1	0	3	0	0	0
ENSG00000154102	27	26	6	37	25	49
ENSG00000154114	169	120	220	186	160	112
ENSG00000154118	1	1	2	2	1	0
ENSG00000154122	1147	1348	933	1617	883	1017
ENSG00000154124	216	215	275	461	320	400
ENSG00000154127	948	858	1130	2101	1227	1557
ENSG00000154133	28	57	25	39	29	41
ENSG00000154134	236	296	224	205	113	146
ENSG00000154143	0	1	0	1	0	0
ENSG00000154144	489	512	514	583	377	438
ENSG00000154146	94	143	82	417	229	401
ENSG00000154153	9	3	8	4	8	3
ENSG00000154162	0	0	0	0	0	0
ENSG00000154165	0	0	0	0	0	1
ENSG00000154174	879	800	1105	1078	935	1036
ENSG00000154175	197	218	413	311	268	273
ENSG00000154188	317	249	531	330	272	320
ENSG00000154198	0	1	0	0	0	0
ENSG00000154217	104	186	74	84	78	48
ENSG00000154222	612	759	544	1450	829	1352
ENSG00000154227	0	0	0	0	0	0
ENSG00000154229	1333	1390	1598	3488	1997	2271
ENSG00000154237	234	334	243	611	365	442
ENSG00000154240	105	85	114	172	121	120
ENSG00000154252	0	0	0	1	0	0
ENSG00000154258	0	0	4	1	1	2
ENSG00000154262	1	2	0	2	0	0
ENSG00000154263	2	3	2	1	1	3
ENSG00000154265	45	33	102	108	98	58
