cell_id	sample_id	blinded_cohort	seurat_cluster	n_counts	n_features	percent_mito
cell_00373	sample_04	cohort_gamma	2	10456.0	2545	0.306044376434583
cell_00374	sample_04	cohort_gamma	4	6953.0	2221	3.8688335970084857
cell_00375	sample_04	cohort_gamma	3	9142.0	2632	3.5987748851454824
cell_00376	sample_04	cohort_gamma	4	20054.0	3440	2.568066221202753
cell_00377	sample_04	cohort_gamma	1	16685.0	3399	3.901708121066826
cell_00378	sample_04	cohort_gamma	2	18103.0	3416	4.838976965143899
cell_00379	sample_04	cohort_gamma	4	17430.0	3040	4.905335628227195
cell_00380	sample_04	cohort_gamma	2	8856.0	2447	2.5067750677506777
cell_00381	sample_04	cohort_gamma	8	6782.0	2112	2.890002948982601
cell_00382	sample_04	cohort_gamma	2	9884.0	2914	5.058680696074464
cell_00383	sample_04	cohort_gamma	4	8909.0	2197	1.97553036255472
cell_00384	sample_04	cohort_gamma	1	6817.0	2220	6.982543640897755
cell_00385	sample_04	cohort_gamma	2	17452.0	3988	2.4925509970203987
cell_00386	sample_04	cohort_gamma	4	7721.0	1893	1.709623105815309
cell_00387	sample_04	cohort_gamma	2	7638.0	2288	2.631578947368421
cell_00388	sample_04	cohort_gamma	3	15322.0	3510	3.4982378279597963
cell_00389	sample_04	cohort_gamma	4	3296.0	1048	5.885922330097087
cell_00390	sample_04	cohort_gamma	4	5528.0	2346	3.093342981186686
cell_00391	sample_04	cohort_gamma	2	5668.0	1869	2.487649964714185
cell_00392	sample_04	cohort_gamma	0	23917.0	4699	3.8215495254421543
cell_00393	sample_04	cohort_gamma	1	15043.0	3563	5.344678588047596
cell_00394	sample_04	cohort_gamma	0	16718.0	3954	3.8461538461538463
cell_00395	sample_04	cohort_gamma	1	3582.0	1500	6.420993858179788
cell_00396	sample_04	cohort_gamma	1	11353.0	2733	3.761120408702546
cell_00397	sample_04	cohort_gamma	1	7680.0	2136	4.375
cell_00398	sample_04	cohort_gamma	2	14060.0	2966	3.9971550497866284
cell_00399	sample_04	cohort_gamma	5	19674.0	3546	3.878214902917556
cell_00400	sample_04	cohort_gamma	1	20742.0	4054	3.7894127856522997
cell_00401	sample_04	cohort_gamma	1	16192.0	3573	3.8475790513833994
cell_00402	sample_04	cohort_gamma	4	19492.0	3578	4.64806074286887
cell_00403	sample_04	cohort_gamma	2	12692.0	2645	3.695241096753861
cell_00404	sample_04	cohort_gamma	4	7066.0	2020	1.3020096235493914
cell_00405	sample_04	cohort_gamma	3	20625.0	3495	2.8945454545454545
cell_00406	sample_04	cohort_gamma	2	12988.0	3067	5.2663997536187255
cell_00407	sample_04	cohort_gamma	7	21848.0	4275	3.2954961552544857
cell_00408	sample_04	cohort_gamma	3	10883.0	2827	4.83322613250023
cell_00409	sample_04	cohort_gamma	6	858.0	388	23.193473193473192
cell_00410	sample_04	cohort_gamma	4	8383.0	1679	4.008111654538948
cell_00411	sample_04	cohort_gamma	4	29646.0	3945	2.870539027187479
cell_00412	sample_04	cohort_gamma	1	21927.0	3710	3.8993022301272404
cell_00413	sample_04	cohort_gamma	6	3330.0	892	19.42942942942943
cell_00414	sample_04	cohort_gamma	1	6366.0	1962	5.183788878416588
cell_00415	sample_04	cohort_gamma	3	5090.0	1725	8.644400785854616
cell_00416	sample_04	cohort_gamma	2	7789.0	2372	6.560534086532289
cell_00417	sample_04	cohort_gamma	4	17563.0	2740	3.6440243694129704
cell_00418	sample_04	cohort_gamma	2	16434.0	3014	3.3467202141900936
cell_00419	sample_04	cohort_gamma	1	16934.0	3101	4.092358568560293
cell_00420	sample_04	cohort_gamma	0	12306.0	2753	3.998049731838128
cell_00421	sample_04	cohort_gamma	2	10870.0	2798	2.235510579576817
cell_00422	sample_04	cohort_gamma	2	14657.0	2972	2.7086033976939348
cell_00423	sample_04	cohort_gamma	4	16671.0	3127	3.00521864315278
cell_00424	sample_04	cohort_gamma	3	10292.0	2663	0.8453167508744657
cell_00425	sample_04	cohort_gamma	1	13076.0	2853	3.9232181095136127
cell_00426	sample_04	cohort_gamma	3	2580.0	1202	4.069767441860465
cell_00427	sample_04	cohort_gamma	1	14500.0	2954	4.724137931034482
cell_00428	sample_04	cohort_gamma	7	17038.0	3734	3.979340298157061
cell_00429	sample_04	cohort_gamma	3	5418.0	2059	4.909560723514212
cell_00430	sample_04	cohort_gamma	4	12107.0	2815	3.4442884281820434
cell_00431	sample_04	cohort_gamma	2	12459.0	3004	6.396982101292238
cell_00432	sample_04	cohort_gamma	2	17982.0	3540	3.2643754865977086
cell_00433	sample_04	cohort_gamma	2	9209.0	2557	2.9427733738733846
cell_00434	sample_04	cohort_gamma	2	10842.0	2855	3.3111971960892825
cell_00435	sample_04	cohort_gamma	1	9389.0	2568	2.939610182128022
cell_00436	sample_04	cohort_gamma	5	16547.0	3406	4.327068350758446
cell_00437	sample_04	cohort_gamma	4	4325.0	1253	6.358381502890173
cell_00438	sample_04	cohort_gamma	4	13379.0	2910	1.6518424396442184
cell_00439	sample_04	cohort_gamma	4	9233.0	1683	2.0903281706920827
cell_00440	sample_04	cohort_gamma	2	14042.0	3461	4.522147842187723
cell_00441	sample_04	cohort_gamma	3	2556.0	904	4.303599374021909
cell_00442	sample_04	cohort_gamma	3	11974.0	2895	7.0402538834140636
cell_00443	sample_04	cohort_gamma	2	8504.0	2639	6.197083725305738
cell_00444	sample_04	cohort_gamma	2	18127.0	3670	2.5542009157610193
cell_00445	sample_04	cohort_gamma	0	8284.0	2560	2.740222114920328
cell_00446	sample_04	cohort_gamma	1	13006.0	3005	5.866523143164693
cell_00447	sample_04	cohort_gamma	2	21109.0	4314	3.7945899853143206
cell_00448	sample_04	cohort_gamma	6	3485.0	967	0.45911047345767575
cell_00449	sample_04	cohort_gamma	5	17777.0	3455	3.032007650334702
cell_00450	sample_04	cohort_gamma	1	16400.0	3071	2.6463414634146343
cell_00451	sample_04	cohort_gamma	7	22784.0	4574	3.695575842696629
cell_00452	sample_04	cohort_gamma	1	15769.0	3129	3.9634726361849197
cell_00453	sample_04	cohort_gamma	2	17330.0	3395	2.9601846508944027
cell_00454	sample_04	cohort_gamma	3	7134.0	1944	2.1306419960751333
cell_00455	sample_04	cohort_gamma	3	14666.0	3423	2.2637392608754947
cell_00456	sample_04	cohort_gamma	2	10770.0	2715	2.3676880222841223
cell_00457	sample_04	cohort_gamma	2	24923.0	4052	3.161738153512819
cell_00458	sample_04	cohort_gamma	2	26546.0	4206	4.015670910871695
cell_00459	sample_04	cohort_gamma	1	11803.0	2778	4.312462933152588
cell_00460	sample_04	cohort_gamma	2	7136.0	2237	3.349215246636771
cell_00461	sample_04	cohort_gamma	1	9696.0	2696	2.9084158415841586
cell_00462	sample_04	cohort_gamma	6	2770.0	1051	10.324909747292418
cell_00463	sample_04	cohort_gamma	1	16622.0	3158	3.1163518228853326
cell_00464	sample_04	cohort_gamma	2	12690.0	3186	4.531126871552404
cell_00465	sample_04	cohort_gamma	6	4030.0	1065	11.910669975186105
cell_00466	sample_04	cohort_gamma	0	12966.0	3593	5.429585068641061
cell_00467	sample_04	cohort_gamma	0	9729.0	2872	9.836571076164045
cell_00468	sample_04	cohort_gamma	6	1597.0	729	21.227301189730746
cell_00469	sample_04	cohort_gamma	1	9434.0	2230	4.186983252066992
cell_00470	sample_04	cohort_gamma	0	15805.0	3696	7.371085099652008
cell_00471	sample_04	cohort_gamma	1	9420.0	2272	2.7282377919320595
cell_00472	sample_04	cohort_gamma	1	9668.0	2489	3.8167149358709143
cell_00473	sample_04	cohort_gamma	1	11189.0	2329	2.422021628385021
cell_00474	sample_04	cohort_gamma	0	6282.0	2166	6.208213944603629
cell_00475	sample_04	cohort_gamma	4	9928.0	2293	2.3267526188557612
cell_00476	sample_04	cohort_gamma	2	8459.0	2473	4.421326397919375
cell_00477	sample_04	cohort_gamma	7	11508.0	2872	4.310045185957595
cell_00478	sample_04	cohort_gamma	0	12590.0	3742	1.8506751389992058
cell_00479	sample_04	cohort_gamma	4	15961.0	2528	2.7629847753900134
cell_00480	sample_04	cohort_gamma	1	7456.0	2067	4.774678111587983
cell_00481	sample_04	cohort_gamma	2	18573.0	3705	3.548161309427664
cell_00482	sample_04	cohort_gamma	4	15464.0	2839	5.645369891360579
cell_00483	sample_04	cohort_gamma	2	14103.0	3190	6.027086435510175
cell_00484	sample_04	cohort_gamma	3	13903.0	2786	2.006761130691218
cell_00485	sample_04	cohort_gamma	3	5918.0	1905	4.2244001351808045
cell_00486	sample_04	cohort_gamma	4	5036.0	1590	1.1318506751389992
cell_00487	sample_04	cohort_gamma	1	14322.0	3104	4.084625052366988
cell_00488	sample_04	cohort_gamma	2	13190.0	3358	3.184230477634572
cell_00489	sample_04	cohort_gamma	2	18822.0	3707	4.207841887153331
cell_00490	sample_04	cohort_gamma	4	8454.0	2293	3.2528980364324585
cell_00491	sample_04	cohort_gamma	0	16696.0	3860	5.324628653569717
cell_00492	sample_04	cohort_gamma	1	16090.0	3292	3.946550652579242
cell_00493	sample_04	cohort_gamma	2	10736.0	2568	2.5801043219076005
cell_00494	sample_04	cohort_gamma	0	18645.0	4125	3.3574684902118532
cell_00495	sample_04	cohort_gamma	3	12202.0	2846	2.999508277331585
cell_00496	sample_04	cohort_gamma	7	21093.0	4451	2.801877400085336
cell_00497	sample_04	cohort_gamma	1	11733.0	2639	3.008608199096565
cell_00498	sample_04	cohort_gamma	2	10425.0	2693	3.2038369304556356
cell_00499	sample_04	cohort_gamma	1	16566.0	3055	3.2777978993118433
cell_00500	sample_04	cohort_gamma	3	10241.0	2578	3.456693682257592
cell_00501	sample_04	cohort_gamma	2	11791.0	3035	6.615214994487322
cell_00502	sample_04	cohort_gamma	0	9352.0	2437	4.640718562874251
cell_00503	sample_04	cohort_gamma	2	16752.0	3395	3.098137535816619
cell_00504	sample_04	cohort_gamma	7	17013.0	3648	4.860988655733851
cell_00505	sample_04	cohort_gamma	1	3450.0	1459	12.434782608695652
cell_00506	sample_04	cohort_gamma	4	6072.0	1963	3.27733860342556
cell_00507	sample_04	cohort_gamma	3	15920.0	3328	4.924623115577889
cell_00508	sample_04	cohort_gamma	4	10196.0	2076	4.688112985484503
cell_00509	sample_04	cohort_gamma	7	17150.0	3665	2.7696793002915454
cell_00510	sample_04	cohort_gamma	2	13310.0	3233	4.635612321562735
cell_00511	sample_04	cohort_gamma	1	6572.0	2022	2.3889227023737067
cell_00512	sample_04	cohort_gamma	1	7357.0	2008	1.236917221693625
cell_00513	sample_04	cohort_gamma	5	31146.0	4910	3.778976433570924
cell_00514	sample_04	cohort_gamma	6	1330.0	745	3.984962406015038
cell_00515	sample_04	cohort_gamma	6	3783.0	1028	7.983082209886333
cell_00516	sample_04	cohort_gamma	0	6703.0	2405	8.011338206773088
cell_00517	sample_04	cohort_gamma	1	6826.0	1984	3.1204219162027544
cell_00518	sample_04	cohort_gamma	3	4227.0	1818	3.7851904423941334
cell_00519	sample_04	cohort_gamma	7	14838.0	3564	4.623264590915218
cell_00520	sample_04	cohort_gamma	3	11089.0	2572	3.002975922084949
cell_00521	sample_04	cohort_gamma	3	10235.0	2457	2.1006350757205667
cell_00522	sample_04	cohort_gamma	1	10124.0	2501	3.7929672066376927
cell_00523	sample_04	cohort_gamma	7	13904.0	3174	5.796892980437284
cell_00524	sample_04	cohort_gamma	7	23818.0	4770	4.887060206566463
cell_00525	sample_04	cohort_gamma	3	5228.0	1581	3.5768936495791888
cell_00526	sample_04	cohort_gamma	2	19091.0	3023	2.9123670839662665
cell_00527	sample_04	cohort_gamma	1	7854.0	1804	0.9676597911892029
cell_00528	sample_04	cohort_gamma	0	5117.0	2170	9.145983974985343
cell_00529	sample_04	cohort_gamma	2	23830.0	4138	2.761225346202266
cell_00530	sample_04	cohort_gamma	4	12682.0	2666	4.5339851758397725
cell_00531	sample_04	cohort_gamma	3	15361.0	3029	3.346136319250049
cell_00532	sample_04	cohort_gamma	1	8127.0	2045	3.0884705303309956
cell_00533	sample_04	cohort_gamma	4	9515.0	2011	3.5838150289017343
cell_00534	sample_04	cohort_gamma	5	19497.0	3434	4.185259270657024
cell_00535	sample_04	cohort_gamma	1	6477.0	2225	4.739848695383666
cell_00536	sample_04	cohort_gamma	1	14749.0	3146	4.312156756390264
cell_00537	sample_04	cohort_gamma	1	22754.0	3826	3.4323635404763997
cell_00538	sample_04	cohort_gamma	2	12053.0	2927	3.766697087861943
cell_00539	sample_04	cohort_gamma	1	19822.0	3760	4.23267076985168
cell_00540	sample_04	cohort_gamma	0	8274.0	2582	5.3057771331883
cell_00541	sample_04	cohort_gamma	4	21369.0	3204	2.4708690158641025
cell_00542	sample_04	cohort_gamma	1	13245.0	2755	3.7221593053982636
cell_00543	sample_04	cohort_gamma	5	19098.0	3225	3.471567703424442
cell_00544	sample_04	cohort_gamma	3	13190.0	2760	2.9037149355572405
cell_00545	sample_04	cohort_gamma	4	12551.0	2926	3.5774041909011234
cell_00546	sample_04	cohort_gamma	2	8880.0	2598	4.504504504504505
cell_00547	sample_04	cohort_gamma	3	9708.0	2523	2.245570663370416
cell_00548	sample_04	cohort_gamma	0	9018.0	2912	7.6070082058106
cell_00549	sample_04	cohort_gamma	4	5880.0	1837	1.5816326530612244
cell_00550	sample_04	cohort_gamma	4	14795.0	3031	1.4329165258533287
cell_00551	sample_04	cohort_gamma	3	1612.0	785	4.466501240694789
cell_00552	sample_04	cohort_gamma	4	14793.0	3238	3.4881362806732916
cell_00553	sample_04	cohort_gamma	2	22627.0	4291	3.3676581075706014
cell_00554	sample_04	cohort_gamma	7	10680.0	3131	4.2790262172284645
cell_00555	sample_04	cohort_gamma	2	17705.0	3439	2.8692459757130755
cell_00556	sample_04	cohort_gamma	1	23471.0	3859	3.877124962719952
cell_00557	sample_04	cohort_gamma	1	7587.0	1791	2.8996968498747857
cell_00558	sample_04	cohort_gamma	1	1439.0	683	0.9034051424600417
cell_00559	sample_04	cohort_gamma	1	11127.0	2770	6.866181360654264
cell_00560	sample_04	cohort_gamma	2	22259.0	3812	2.502358596522755
cell_00561	sample_04	cohort_gamma	4	9384.0	2058	0.937766410912191
cell_00562	sample_04	cohort_gamma	3	10137.0	2252	0.6609450527769557
cell_00563	sample_04	cohort_gamma	0	10821.0	2731	6.404214028278347
cell_00564	sample_04	cohort_gamma	2	10868.0	2668	3.4688995215311005
cell_00565	sample_04	cohort_gamma	4	13160.0	3040	3.0319148936170213
cell_00566	sample_04	cohort_gamma	3	14816.0	3175	2.9090172786177106
cell_00567	sample_04	cohort_gamma	4	5798.0	2145	5.79510175922732
cell_00568	sample_04	cohort_gamma	4	1567.0	703	3.765156349712827
cell_00569	sample_04	cohort_gamma	3	10875.0	2643	4.183908045977011
cell_00570	sample_04	cohort_gamma	4	8932.0	2380	1.3994626063591582
cell_00571	sample_04	cohort_gamma	5	21701.0	3969	4.8477028708354455
cell_00572	sample_04	cohort_gamma	2	8914.0	2629	6.787076508862463
cell_00573	sample_04	cohort_gamma	0	5891.0	2108	6.806993719232728
cell_00574	sample_04	cohort_gamma	1	14183.0	2924	2.7356694634421492
cell_00575	sample_04	cohort_gamma	1	18209.0	3568	2.954582898566643
cell_00576	sample_04	cohort_gamma	2	20055.0	3475	4.4427823485415106
cell_00577	sample_04	cohort_gamma	2	22288.0	3753	3.1407035175879394
cell_00578	sample_04	cohort_gamma	2	15481.0	3729	4.45707641625218
cell_00579	sample_04	cohort_gamma	4	17220.0	3427	4.181184668989547
cell_00580	sample_04	cohort_gamma	0	15510.0	3691	4.571244358478401
cell_00581	sample_04	cohort_gamma	2	8051.0	2130	2.60837163085331
cell_00582	sample_04	cohort_gamma	3	6916.0	1948	4.554655870445344
cell_00583	sample_04	cohort_gamma	3	17753.0	3362	2.6868698248183405
cell_00584	sample_04	cohort_gamma	3	18037.0	3787	1.6854244053889227
cell_00585	sample_04	cohort_gamma	1	4424.0	1680	10.759493670886076
cell_00586	sample_04	cohort_gamma	1	12711.0	2965	3.611045551097475
cell_00587	sample_04	cohort_gamma	4	11227.0	2610	2.93043555713904
cell_00588	sample_04	cohort_gamma	2	18990.0	3611	3.0068457082675093
cell_00589	sample_04	cohort_gamma	1	15614.0	3291	2.3760727552196745
cell_00590	sample_04	cohort_gamma	3	10396.0	2546	4.520969603693728
cell_00591	sample_04	cohort_gamma	2	20625.0	3151	3.6121212121212123
cell_00592	sample_04	cohort_gamma	4	12123.0	2861	3.621215870659078
cell_00593	sample_04	cohort_gamma	2	10440.0	2826	5.277777777777778
cell_00594	sample_04	cohort_gamma	3	16688.0	3172	2.930249280920422
cell_00595	sample_04	cohort_gamma	3	10441.0	2861	2.6434249592950865
cell_00596	sample_04	cohort_gamma	4	16442.0	3387	2.5422697968616954
cell_00597	sample_04	cohort_gamma	2	18474.0	3264	3.534697412579842
cell_00598	sample_04	cohort_gamma	1	4147.0	1519	5.377381239450204
cell_00599	sample_04	cohort_gamma	4	11294.0	2942	3.5594120772091378
cell_00600	sample_04	cohort_gamma	0	11760.0	3271	3.6394557823129254
cell_00601	sample_04	cohort_gamma	3	5513.0	1598	3.2287320877924905
cell_00602	sample_04	cohort_gamma	6	6701.0	1680	2.5667810774511266
cell_00603	sample_04	cohort_gamma	4	14730.0	2165	2.681602172437203
cell_00604	sample_04	cohort_gamma	2	8899.0	2412	8.461624901674346
cell_00605	sample_04	cohort_gamma	4	13701.0	2522	3.642069921903511
cell_00606	sample_04	cohort_gamma	1	11146.0	2739	3.741252467252826
cell_00607	sample_04	cohort_gamma	2	26559.0	4846	2.6205805941488762
cell_00608	sample_04	cohort_gamma	1	14580.0	2866	2.9629629629629632
cell_00609	sample_04	cohort_gamma	1	7299.0	2007	6.069324565008905
cell_00610	sample_04	cohort_gamma	0	17388.0	3673	3.6231884057971016
cell_00611	sample_04	cohort_gamma	1	14840.0	2946	4.211590296495957
cell_00612	sample_04	cohort_gamma	4	4004.0	1449	0.4745254745254745
cell_00613	sample_04	cohort_gamma	3	13253.0	2605	5.583641439674036
cell_00614	sample_04	cohort_gamma	4	11756.0	2516	1.2334127254168084
cell_00615	sample_04	cohort_gamma	2	2420.0	1010	5.206611570247934
cell_00616	sample_04	cohort_gamma	1	21663.0	3572	3.9652864330886763
cell_00617	sample_04	cohort_gamma	0	32306.0	5288	4.277843125116078
cell_00618	sample_04	cohort_gamma	6	2169.0	1055	8.390963577685568
cell_00619	sample_04	cohort_gamma	4	15445.0	2806	3.483327937843962
cell_00620	sample_04	cohort_gamma	2	6335.0	2088	0.8681925808997633
cell_00621	sample_04	cohort_gamma	2	11056.0	2753	3.898335745296672
cell_00622	sample_04	cohort_gamma	2	10091.0	2547	8.274700227925875
cell_00623	sample_04	cohort_gamma	5	6379.0	2255	9.923185452265246
cell_00624	sample_04	cohort_gamma	5	10531.0	2427	4.538980153831544
cell_00625	sample_04	cohort_gamma	0	17785.0	3611	4.610626932808547
cell_00626	sample_04	cohort_gamma	6	1609.0	851	10.93847110006215
cell_00627	sample_04	cohort_gamma	2	12059.0	2752	6.327224479641762
cell_00628	sample_04	cohort_gamma	3	9938.0	2428	3.3407124169853084
cell_00629	sample_04	cohort_gamma	4	11906.0	2398	4.560725684528808
cell_00630	sample_04	cohort_gamma	4	3586.0	1490	1.4779698828778582
cell_00631	sample_04	cohort_gamma	3	13238.0	2919	2.4323915999395678
cell_00632	sample_04	cohort_gamma	3	8098.0	2531	2.901951099036799
cell_00633	sample_04	cohort_gamma	2	8922.0	2259	3.7883882537547633
cell_00634	sample_04	cohort_gamma	3	14464.0	2613	2.869192477876106
cell_00635	sample_04	cohort_gamma	4	15066.0	3118	3.6572414708615426
cell_00636	sample_04	cohort_gamma	2	7275.0	2209	3.9037800687285227
cell_00637	sample_04	cohort_gamma	7	25921.0	4316	3.3061996064966634
cell_00638	sample_04	cohort_gamma	4	19719.0	2807	3.813580810385922
cell_00639	sample_04	cohort_gamma	1	11316.0	2872	4.091551785083068
cell_00640	sample_04	cohort_gamma	1	14349.0	3221	3.87483448323925
cell_00641	sample_04	cohort_gamma	4	9461.0	2003	1.6277349117429447
cell_00642	sample_04	cohort_gamma	4	17195.0	3222	3.722012212852573
cell_00643	sample_04	cohort_gamma	1	18625.0	3383	3.0067114093959733
cell_00644	sample_04	cohort_gamma	1	16430.0	3431	2.1850273889227023
cell_00645	sample_04	cohort_gamma	4	7952.0	2590	0.8802816901408451
cell_00646	sample_04	cohort_gamma	2	11588.0	2799	3.1066620642043494
cell_00647	sample_04	cohort_gamma	2	14219.0	3248	3.3616991349602645
cell_00648	sample_04	cohort_gamma	1	11341.0	2689	4.89374834670664
cell_00649	sample_04	cohort_gamma	4	7279.0	2342	4.121445253468884
cell_00650	sample_04	cohort_gamma	1	6080.0	1804	4.078947368421053
cell_00651	sample_04	cohort_gamma	3	13170.0	2843	2.0652999240698557
cell_00652	sample_04	cohort_gamma	2	8930.0	2494	3.437849944008958
cell_00653	sample_04	cohort_gamma	5	15977.0	3210	4.775614946485573
cell_00654	sample_04	cohort_gamma	3	10564.0	2699	6.891329042029534
cell_00655	sample_04	cohort_gamma	4	8558.0	2124	5.141388174807198
cell_00656	sample_04	cohort_gamma	3	17502.0	3452	3.4224660038852703
cell_00657	sample_04	cohort_gamma	2	4603.0	1604	7.386487073647621
cell_00658	sample_04	cohort_gamma	1	2616.0	1249	5.77217125382263
cell_00659	sample_04	cohort_gamma	3	7717.0	2053	4.548399637164701
cell_00660	sample_04	cohort_gamma	1	5607.0	1802	5.921169966113786
cell_00661	sample_04	cohort_gamma	3	7891.0	2195	3.0921302749968316
cell_00662	sample_04	cohort_gamma	1	14939.0	2985	3.735189771738403
cell_00663	sample_04	cohort_gamma	1	13303.0	2702	3.1646996917988424
cell_00664	sample_04	cohort_gamma	4	7881.0	1958	5.278517954574292
cell_00665	sample_04	cohort_gamma	4	17070.0	2803	2.817809021675454
cell_00666	sample_04	cohort_gamma	3	9626.0	2323	4.5501766050280485
cell_00667	sample_04	cohort_gamma	4	12704.0	2984	4.116813602015113
cell_00668	sample_04	cohort_gamma	2	14062.0	3053	3.40634333665197
cell_00669	sample_04	cohort_gamma	7	23576.0	4743	4.801493043773329
cell_00670	sample_04	cohort_gamma	3	15433.0	3449	3.136136849607983
cell_00671	sample_04	cohort_gamma	3	5645.0	1907	0.05314437555358724
cell_00672	sample_04	cohort_gamma	0	5665.0	2086	5.207413945278023
cell_00673	sample_04	cohort_gamma	2	5904.0	2004	2.4390243902439024
cell_00674	sample_04	cohort_gamma	2	17078.0	2981	3.882187609790374
cell_00675	sample_04	cohort_gamma	1	11756.0	2458	4.185096971759101
cell_00676	sample_04	cohort_gamma	4	13240.0	2581	4.093655589123867
cell_00677	sample_04	cohort_gamma	3	8224.0	2009	3.5141050583657587
cell_00678	sample_04	cohort_gamma	0	13122.0	3208	4.953513183965859
cell_00679	sample_04	cohort_gamma	2	16745.0	3129	5.058226336219767
cell_00680	sample_04	cohort_gamma	2	5509.0	1880	3.1221637320747866
cell_00681	sample_04	cohort_gamma	1	3802.0	1116	0.7627564439768543
cell_00682	sample_04	cohort_gamma	3	4842.0	1719	2.8500619578686495
cell_00683	sample_04	cohort_gamma	3	4400.0	1895	2.2272727272727275
cell_00684	sample_04	cohort_gamma	2	9573.0	2351	2.538389219680351
cell_00685	sample_04	cohort_gamma	4	12424.0	2222	2.97005795235029
cell_00686	sample_04	cohort_gamma	3	9871.0	2881	4.22449599837909
cell_00687	sample_04	cohort_gamma	2	8617.0	2175	3.3306255077173033
cell_00688	sample_04	cohort_gamma	3	21222.0	3847	3.3974177740081046
cell_00689	sample_04	cohort_gamma	1	3171.0	1399	4.446546830652791
cell_00690	sample_04	cohort_gamma	1	2914.0	1315	6.863417982155114
cell_00691	sample_04	cohort_gamma	3	5662.0	1927	1.6778523489932886
cell_00692	sample_04	cohort_gamma	3	20370.0	3416	3.2891507118311245
cell_00693	sample_04	cohort_gamma	2	11964.0	2981	3.3851554663991976
cell_00694	sample_04	cohort_gamma	1	17602.0	3378	3.2950801045335756
cell_00695	sample_04	cohort_gamma	7	20519.0	3852	3.7769871826112382
cell_00696	sample_04	cohort_gamma	0	15995.0	3821	2.632072522663332
cell_00697	sample_04	cohort_gamma	0	19141.0	4117	3.0510422652943943
cell_00698	sample_04	cohort_gamma	1	13891.0	2849	3.6714419408249945
cell_00699	sample_04	cohort_gamma	5	22803.0	4634	4.144191553742928
cell_00700	sample_04	cohort_gamma	2	21597.0	3823	3.143955178960041
cell_00701	sample_04	cohort_gamma	0	3761.0	1374	7.6043605424089336
cell_00702	sample_04	cohort_gamma	4	3062.0	1331	9.079033311561071
cell_00703	sample_04	cohort_gamma	2	8633.0	2534	2.015521834819877
cell_00704	sample_04	cohort_gamma	5	22379.0	4293	3.802672147995889
cell_00705	sample_04	cohort_gamma	2	15359.0	3469	4.095318705644899
cell_00706	sample_04	cohort_gamma	2	16738.0	3151	3.291910622535548
cell_00707	sample_04	cohort_gamma	4	15350.0	3038	3.042345276872964
cell_00708	sample_04	cohort_gamma	3	8714.0	2278	2.4672940096396605
cell_00709	sample_04	cohort_gamma	3	3092.0	1388	4.948253557567917
cell_00710	sample_04	cohort_gamma	1	9701.0	2703	3.9583548087826
cell_00711	sample_04	cohort_gamma	2	13336.0	3134	3.861727654469106
cell_00712	sample_04	cohort_gamma	1	13397.0	3018	3.1499589460326938
cell_00713	sample_04	cohort_gamma	2	10840.0	3065	4.566420664206642
cell_00714	sample_04	cohort_gamma	2	10427.0	2906	3.5197084492183754
cell_00715	sample_04	cohort_gamma	2	15533.0	3678	2.27258095667289
cell_00716	sample_04	cohort_gamma	3	2441.0	1155	1.5977058582548138
cell_00717	sample_04	cohort_gamma	2	9594.0	2718	2.9393370856785492
cell_00718	sample_04	cohort_gamma	2	15905.0	3298	3.590066016975794
cell_00719	sample_04	cohort_gamma	2	25911.0	3730	3.2109914708039056
cell_00720	sample_04	cohort_gamma	2	22800.0	3952	3.456140350877193
cell_00721	sample_04	cohort_gamma	3	6035.0	2217	4.043082021541011
cell_00722	sample_04	cohort_gamma	1	20297.0	3694	3.4192245159383163
cell_00723	sample_04	cohort_gamma	1	10480.0	2614	3.616412213740458
cell_00724	sample_04	cohort_gamma	1	13081.0	2510	2.8208852534209923
cell_00725	sample_04	cohort_gamma	2	8145.0	2321	3.683241252302026
cell_00726	sample_04	cohort_gamma	1	2848.0	1127	3.4410112359550564
cell_00727	sample_04	cohort_gamma	4	10236.0	2514	5.23642047674873
cell_00728	sample_04	cohort_gamma	2	15984.0	3219	3.1468968968968967
cell_00729	sample_04	cohort_gamma	1	7757.0	2136	5.246873791414206
cell_00730	sample_04	cohort_gamma	1	4690.0	1711	6.0127931769722816
cell_00731	sample_04	cohort_gamma	3	10198.0	2131	2.4122376936654244
cell_00732	sample_04	cohort_gamma	3	5618.0	2118	2.082591669633321
cell_00733	sample_04	cohort_gamma	1	7018.0	2171	3.861499002564833
cell_00734	sample_04	cohort_gamma	3	6054.0	2072	9.332672613148333
cell_00735	sample_04	cohort_gamma	3	7912.0	2047	3.071284125379171
cell_00736	sample_04	cohort_gamma	4	9807.0	2177	2.120934026715611
cell_00737	sample_04	cohort_gamma	2	8030.0	2717	1.320049813200498
cell_00738	sample_04	cohort_gamma	0	36644.0	5647	5.433358803624058
cell_00739	sample_04	cohort_gamma	4	14195.0	2649	3.4800986262768583
cell_00740	sample_04	cohort_gamma	5	19217.0	3724	3.83514596451059
cell_00741	sample_04	cohort_gamma	3	3093.0	1387	6.433882961526026
cell_00742	sample_04	cohort_gamma	4	12646.0	2322	4.230586746797407
cell_00743	sample_04	cohort_gamma	4	10225.0	2198	2.650366748166259
cell_00744	sample_04	cohort_gamma	4	12594.0	2802	4.78005399396538
cell_00745	sample_04	cohort_gamma	3	12769.0	2863	4.197666222883546
